Date,MMM,AXP,AMGN,AAPL,BA,CAT,CVX,CSCO,KO,DOW,GS,HD,HON,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,CRM,TRV,UNH,VZ,V,WBA,WMT,DIS,IBM,PG
2007-01-22,78.48999786376953,58.060001373291016,75.8499984741211,3.0996429920196533,85.5999984741211,58.16999816894531,71.22000122070312,26.530000686645508,24.014999389648438,,212.97000122070312,40.04999923706055,42.196136474609375,20.790000915527344,67.18000030517578,49.65999984741211,44.349998474121094,45.29999923706055,30.719999313354492,12.212499618530273,10.300000190734863,51.72999954223633,52.189998626708984,34.77460861206055,,45.79999923706055,47.959999084472656,34.67547607421875,,
2007-01-23,78.8499984741211,57.540000915527344,74.5999984741211,3.06071400642395,87.36000061035156,59.560001373291016,72.55999755859375,26.040000915527344,24.059999465942383,,212.63999938964844,40.43000030517578,42.386810302734375,20.549999237060547,66.5,49.83000183105469,44.849998474121094,45.72999954223633,30.739999771118164,12.095000267028809,10.319999694824219,51.810001373291016,51.470001220703125,34.998661041259766,,45.58000183105469,47.810001373291016,35.09967041015625,,
2007-01-24,79.48999786376953,58.93000030517578,75.13999938964844,3.0964291095733643,87.5999984741211,59.72999954223633,72.83999633789062,26.889999389648438,24.065000534057617,,220.10000610351562,40.689998626708984,42.34867477416992,20.84000015258789,67.01000213623047,50.36000061035156,44.15999984741211,46.220001220703125,31.09000015258789,12.104999542236328,10.604999542236328,51.34000015258789,51.79999923706055,35.54011917114258,,45.5099983215332,48.61000061035156,34.87277603149414,,
2007-01-25,79.01000213623047,57.77000045776367,74.8499984741211,3.080357074737549,86.16000366210938,59.630001068115234,71.5199966430664,26.219999313354492,23.969999313354492,,213.07000732421875,40.09000015258789,42.13893127441406,20.600000381469727,66.68000030517578,50.209999084472656,43.0,46.0,30.450000762939453,11.979999542236328,10.470000267028809,50.650001525878906,52.099998474121094,35.00799560546875,,45.13999938964844,48.150001525878906,34.46831130981445,,
2007-01-26,78.69000244140625,57.849998474121094,71.5,3.049285888671875,85.43000030517578,61.09000015258789,71.5,26.350000381469727,23.915000915527344,,213.5,39.939998626708984,42.07219696044922,20.530000686645508,66.06999969482422,49.70000076293945,42.93000030517578,45.9900016784668,30.600000381469727,11.899999618530273,10.557499885559082,50.65999984741211,51.540000915527344,35.31606674194336,,45.189998626708984,47.66999816894531,34.08357620239258,,
2007-01-29,78.95999908447266,57.63999938964844,69.97000122070312,3.0692861080169678,85.5,61.70000076293945,71.52999877929688,26.209999084472656,23.854999542236328,,211.0399932861328,39.90999984741211,42.16753387451172,20.889999389648438,66.1500015258789,49.470001220703125,43.22999954223633,45.5099983215332,30.530000686645508,12.039999961853027,10.6225004196167,50.97999954223633,51.72999954223633,35.502777099609375,,45.400001525878906,47.630001068115234,34.21181869506836,,
2007-01-30,74.69999694824219,58.0099983215332,70.33000183105469,3.055356979370117,86.0,62.880001068115234,73.06999969482422,26.25,23.905000686645508,,208.77999877929688,40.16999816894531,43.035099029541016,20.93000030517578,66.38999938964844,50.18000030517578,43.77000045776367,44.90999984741211,30.479999542236328,12.21875,10.737500190734863,51.599998474121094,52.209999084472656,36.01622772216797,,45.2400016784668,47.279998779296875,34.566959381103516,,
2007-01-31,74.30000305175781,58.220001220703125,70.37000274658203,3.061785936355591,89.55999755859375,64.06999969482422,72.87999725341797,26.6200008392334,23.940000534057617,,212.16000366210938,40.7400016784668,43.559452056884766,20.959999084472656,66.80000305175781,50.93000030517578,44.349998474121094,44.75,30.860000610351562,12.351249694824219,10.957500457763672,50.849998474121094,52.2599983215332,35.96021270751953,,45.29999923706055,47.689998626708984,34.69520568847656,,
2007-02-01,73.98999786376953,58.06999969482422,69.48999786376953,3.0264289379119873,91.05000305175781,64.98999786376953,74.47000122070312,26.59000015258789,24.049999237060547,,212.0,41.08000183105469,43.78826141357422,21.110000610351562,67.01000213623047,51.209999084472656,44.47999954223633,45.130001068115234,30.559999465942383,12.585000038146973,11.352499961853027,52.0,52.79999923706055,35.474769592285156,,45.7400016784668,47.779998779296875,34.5373649597168,,
2007-02-02,73.87000274658203,58.15999984741211,69.44999694824219,3.0267860889434814,90.05000305175781,65.25,74.04000091552734,27.139999389648438,24.1200008392334,,213.42999267578125,40.83000183105469,44.007537841796875,21.229999542236328,66.58000183105469,50.93000030517578,44.540000915527344,44.72999954223633,30.190000534057617,12.524999618530273,11.6875,52.43000030517578,52.90999984741211,35.63347244262695,,45.31999969482422,48.08000183105469,34.70507049560547,,
2007-02-05,73.93000030517578,58.20000076293945,69.83999633789062,2.997857093811035,90.72000122070312,64.48999786376953,73.77999877929688,27.510000228881836,23.950000762939453,,212.5500030517578,41.029998779296875,43.87406539916992,21.280000686645508,66.30000305175781,50.959999084472656,44.529998779296875,44.58000183105469,29.610000610351562,12.427499771118164,11.782500267028809,52.66999816894531,52.33000183105469,35.55878829956055,,44.900001525878906,48.52000045776367,34.78398895263672,,
2007-02-06,74.2699966430664,58.060001373291016,69.66000366210938,3.005357027053833,90.9800033569336,64.41999816894531,73.37000274658203,27.280000686645508,24.024999618530273,,214.64999389648438,41.27000045776367,44.44608688354492,21.309999465942383,66.0,51.0,44.77000045776367,44.63999938964844,29.510000228881836,12.646249771118164,11.774999618530273,52.7599983215332,50.9900016784668,35.54945373535156,,45.36000061035156,48.58000183105469,34.714935302734375,,
